male1 male2 female1 female2 asexual1 asexual2 scaffold chr male_avg female_avg asexual_avg auto gene bias
100144801 972.703548132858 1048.319974061 936.645622359248 762.099233752039 1429.42840478576 799.44948763862 NC_042495.1 chr2 1010.51176109693 849.372428055643 1114.43894621219 autosomes 100144801 unbiased
100144802 25735.9606071578 24985.7481853794 4701.06898079356 3698.0054573952 15856.2926991427 10403.9248173485 NC_042494.1 chr1 25360.8543962686 4199.53721909438 13130.1087582456 autosomes 100144802 unbiased
100144867 2924.58300641086 3437.21165310068 8574.02429229489 5268.82169717667 15343.4966882574 9026.65540300081 NC_042495.1 chr2 3180.89732975577 6921.42299473578 12185.0760456291 autosomes 100144867 unbiased
100144868 2986.53275709993 3504.65436023553 7802.40670816084 5474.54795309643 13530.8046973271 8060.98374466506 NC_042494.1 chr1 3245.59355866773 6638.47733062864 10795.8942209961 autosomes 100144868 unbiased
100144869 35067.257382592 35431.0853535628 20713.2489058874 16507.758535355 36611.958875243 19971.9895763343 NC_042494.1 chr1 35249.1713680774 18610.5037206212 28291.9742257887 autosomes 100144869 unbiased
100144870 2334.67344014778 2818.39523500373 5483.09373850937 4224.98897009608 11001.8745931245 8787.61209085541 NC_042494.1 chr1 2576.53433757575 4854.04135430273 9894.74334198995 autosomes 100144870 asexual-biased
100144886 2578.77395032561 2833.77690505202 2531.91665853619 2277.17683276706 2320.15431373808 1881.47666546238 NC_042495.1 chr2 2706.27542768881 2404.54674565163 2100.81548960023 autosomes 100144886 unbiased
100144887 2970.81416364151 3714.08171397006 7347.46454872921 4156.07574151212 17834.3290204774 8805.81737621747 NC_042495.1 chr2 3342.44793880578 5751.77014512066 13320.0731983474 autosomes 100144887 unbiased
100144888 2590.79405120558 3251.44840713276 2081.43471635388 1828.2274171392 2693.5124791672 1644.8079557555 NC_042494.1 chr1 2921.12122916917 1954.83106674654 2169.16021746135 autosomes 100144888 unbiased
100144889 2779.41717270663 3530.68487877881 6198.21523748524 4113.5116885632 11284.5600612351 7711.91718620106 NC_042495.1 chr2 3155.05102574272 5155.86346302422 9498.23862371808 autosomes 100144889 unbiased
100144890 399.437198472809 624.732445038609 689.846934563001 729.669479124293 2534.26379228009 2463.25426290236 NC_042496.1 chr3 512.084821755709 709.758206843647 2498.75902759123 autosomes 100144890 asexual-biased
100144891 3470.11066173252 4270.18824648549 3971.08009098659 2536.61486978904 6667.11009694851 3988.54056258515 NC_042494.1 chr1 3870.14945410901 3253.84748038782 5327.82532976683 autosomes 100144891 unbiased
100144892 1857.56789752748 2284.76960486658 4870.55723626809 3128.45789174541 9256.23468088349 6120.93355238559 NC_042494.1 chr1 2071.16875119703 3999.50756400675 7688.58411663454 autosomes 100144892 unbiased
100144893 2337.44730958162 2727.28842010226 6783.99043623055 4141.88772386248 12760.4677478396 7128.55652046872 NC_042494.1 chr1 2532.36786484194 5462.93908004652 9944.51213415416 autosomes 100144893 unbiased
100144894 1048.52264599112 1314.54118643541 4492.92550915817 2699.77707275988 9414.72141233095 5680.84056711126 NC_042495.1 chr2 1181.53191621327 3596.35129095902 7547.7809897211 autosomes 100144894 unbiased
100144895 12756.1009030807 14064.762451087 3837.27357350669 2898.40931985483 7594.40986700409 5063.44393309332 NC_042496.1 chr3 13410.4316770838 3367.84144668076 6328.92690004871 autosomes 100144895 male-biased
100144896 909.829174299175 946.564310664559 1286.02930689008 797.569277876137 1661.06285843974 1152.4737168335 NC_042494.1 chr1 928.196742481867 1041.79929238311 1406.76828763662 autosomes 100144896 unbiased
100144898 5813.10571018182 5858.04987762529 4127.18769471313 3207.50541865054 4488.67949498556 3859.52049675833 NC_042494.1 chr1 5835.57779390355 3667.34655668183 4174.09999587194 autosomes 100144898 unbiased
100144899 1143.75882988626 1302.7091325521 2068.05406460589 1953.89271632172 2727.80047395151 2370.64476779967 NC_042495.1 chr2 1223.23398121918 2010.9733904638 2549.22262087559 autosomes 100144899 unbiased
100144900 2343.91967159391 2607.78467588086 4113.80704296514 3575.38044770904 6289.18019888149 4152.38813084376 NC_042494.1 chr1 2475.85217373738 3844.59374533709 5220.78416486263 autosomes 100144900 unbiased
100144901 2738.73375434365 3790.99006421156 6122.39154424664 3770.97240530763 11484.9543418634 5924.63308413373 NC_042494.1 chr1 3264.86190927761 4946.68197477714 8704.79371299857 autosomes 100144901 unbiased
100144902 539.055293309369 706.373616833427 1317.25082763539 973.906068664508 2575.40938602125 849.316138847762 NC_042494.1 chr1 622.714455071398 1145.57844814995 1712.36276243451 autosomes 100144902 unbiased
100144903 1580.18095414359 2187.74676302346 3771.85705384986 2469.72850086931 7774.99330620144 3780.36708214064 NC_042494.1 chr1 1883.96385858353 3120.79277735959 5777.68019417104 autosomes 100144903 unbiased
100144904 6184.80421431624 6208.27867257118 2216.72797291689 1684.32038097858 4736.31501287222 3214.42016762419 NC_042495.1 chr2 6196.54144344371 1950.52417694773 3975.36759024821 autosomes 100144904 unbiased
100144905 564.020118213919 572.671407952058 1474.84517044504 1246.518693504 2240.91094801435 1733.4597801273 NC_042495.1 chr2 568.345763082988 1360.68193197452 1987.18536407083 autosomes 100144905 unbiased
100144907 1933.38699538575 2059.96058108375 2027.91210936193 1863.6974612633 2333.86951165181 1829.2354118147 NC_042495.1 chr2 1996.67378823475 1945.80478531261 2081.55246173325 autosomes 100144907 unbiased
100144908 7066.89469427703 7316.94212143704 4127.18769471313 3125.41760224905 6312.80081751068 5190.88093062779 NC_042494.1 chr1 7191.91840785704 3626.30264848109 5751.84087406923 autosomes 100144908 unbiased
100144909 6960.56303264653 6815.26303678483 4866.09701901876 4200.66665412527 7397.06340813442 5539.94748909178 NC_042493.1 chrX 6887.91303471568 4533.38183657201 6468.5054486131 chrX 100144909 unbiased
100144910 855.276408767009 974.961239984496 1095.72670425201 1112.74595566455 1196.27004025248 1101.81553147818 NC_042495.1 chr2 915.118824375753 1104.23632995828 1149.04278586533 autosomes 100144910 unbiased
100144911 2983.7588876661 2829.0440834987 7001.0543423646 6796.0604541771 9041.36324690183 7737.24627887872 NC_042494.1 chr1 2906.4014855824 6898.55739827085 8389.30476289028 autosomes 100144911 unbiased
100144912 6881.04544220982 6470.95026878059 5660.01568939945 4851.28860634443 9288.99876478849 6595.06250594553 NC_042496.1 chr3 6675.9978554952 5255.65214787194 7942.03063536701 autosomes 100144912 unbiased
100144913 10036.7842347739 11313.8099232181 20603.2302137372 20444.9334331298 13451.5613316033 8045.9445958877 NC_042494.1 chr1 10675.297078996 20524.0818234335 10748.7529637455 autosomes 100144913 unbiased
100144915 5589.34690918548 5788.24075971378 5222.91439896514 4573.60883234435 7513.64259040106 4686.67367951314 NC_042494.1 chr1 5688.79383444963 4898.26161565474 6100.1581349571 autosomes 100144915 unbiased
100144916 1793.76890054919 1873.0141297275 4045.41704514208 3337.22443716152 8689.33983378295 7199.79459362464 NC_042495.1 chr2 1833.39151513834 3691.3207411518 7944.56721370379 autosomes 100144916 asexual-biased
100144917 5691.05545509291 5442.74478632122 8771.76059034851 6100.84758934478 8475.9923106806 5478.99935983617 NC_042496.1 chr3 5566.90012070707 7436.30408984664 6977.49583525839 autosomes 100144917 unbiased
100144918 31380.78490502 29526.8904657926 18218.5007244289 17037.7823375522 30259.5363748704 20890.1691858995 NC_042494.1 chr1 30453.8376854063 17628.1415309905 25574.852780385 autosomes 100144918 unbiased
100145820 2492.7839978766 3005.34168635998 7289.48172448792 5471.50766360008 14787.269217312 10561.4401124377 NC_042495.1 chr2 2749.06284211829 6380.494694044 12674.3546648748 autosomes 100145820 unbiased
100145821 509.467352681753 514.694343923854 1461.46451869705 1019.51041110978 2440.54327320298 1744.54125817378 NC_042494.1 chr1 512.080848302804 1240.48746490342 2092.54226568838 autosomes 100145821 unbiased
100145822 28693.8300467747 29018.1121488104 44733.0055326112 39283.5805823541 45639.6069242311 29504.4352987421 NC_042496.1 chr3 28855.9710977925 42008.2930574826 37572.0211114866 autosomes 100145822 unbiased
100145823 1652.3015594234 1693.16691070123 1617.57212242359 2070.43714701518 1796.69092669767 2100.73162395336 NC_042494.1 chr1 1672.73423506232 1844.00463471938 1948.71127532552 autosomes 100145823 unbiased
100145824 18322.3322336509 16622.852500658 13150.2071901072 13781.6322869601 8630.66926492981 7560.73416428129 NC_042495.1 chr2 17472.5923671545 13465.9197385337 8095.70171460555 autosomes 100145824 unbiased
100145825 11612.3420731944 11303.1610747232 7964.46126821982 6231.58003768789 9810.9382409496 8364.93285679697 NC_042496.1 chr3 11457.7515739588 7098.02065295386 9087.93554887328 autosomes 100145825 unbiased
100145826 5020.7036752485 5400.14939234131 3597.908581126 3156.83392704468 5791.62329678922 5189.29786233544 NC_042494.1 chr1 5210.42653379491 3377.37125408534 5490.46057956233 autosomes 100145826 unbiased
100145827 1838.15081149061 1895.49503210578 3910.12378857908 3209.53227831477 3636.81331345546 2474.33574094884 NC_042495.1 chr2 1866.8229217982 3559.82803344693 3055.57452720215 autosomes 100145827 unbiased
100145828 2388.30158253533 2251.63985399332 2053.1866737748 1877.88547891294 2835.99814638198 2451.38125070971 NC_042494.1 chr1 2319.97071826433 1965.53607634387 2643.68969854585 autosomes 100145828 unbiased
100145829 2615.75887611013 3130.76145752303 4318.97703643431 2533.57458029268 9212.04126538372 4792.73925510084 NC_042495.1 chr2 2873.26016681658 3426.2758083635 7002.39026024228 autosomes 100145829 unbiased
100145830 1983.31664519485 2080.07507268537 2209.29427750134 1770.46191670853 2775.80366664953 2038.20042640539 NC_042495.1 chr2 2031.69585894011 1989.87809710494 2407.00204652746 autosomes 100145830 unbiased
100145831 4458.5328033238 5781.1415273838 10393.7929300214 6719.0397869362 20794.5259035225 13464.7873606144 NC_042495.1 chr2 5119.8371653538 8556.4163584788 17129.6566320685 autosomes 100145831 unbiased
100145832 2987.45738024455 3600.49399669032 7469.37715354422 5388.40641736648 14971.6624337076 10302.6084466379 NC_042495.1 chr2 3293.97568846744 6428.89178545535 12637.1354401727 autosomes 100145832 unbiased
100145833 8377.08569019362 8863.39156398527 4998.41679741554 3202.43826948995 8916.40255479903 4730.20805755286 NC_042494.1 chr1 8620.23862708945 4100.42753345274 6823.30530617594 autosomes 100145833 unbiased
100145834 3618.97498801521 4106.90590289586 6424.19957811795 4634.41462227138 10172.867074784 9291.81934197006 NC_042494.1 chr1 3862.94044545554 5529.30710019466 9732.34320837703 autosomes 100145834 asexual-biased
100145835 1643.05532797727 1596.14406885811 3843.22052983913 2485.94337818318 3489.75591360276 2600.18967019096 NC_042494.1 chr1 1619.59969841769 3164.58195401116 3044.97279189686 autosomes 100145835 unbiased
100145836 3722.53278021187 4018.16549877105 5780.44155513136 4363.82885709612 6725.78066580166 4158.72040401318 NC_042495.1 chr2 3870.34913949146 5072.13520611374 5442.25053490742 autosomes 100145836 unbiased
100145837 4168.20113591533 4621.60024681971 14132.9417240429 9630.62369460855 25274.0619332322 16162.3357307851 NC_042494.1 chr1 4394.90069136752 11881.7827093257 20718.1988320086 autosomes 100145837 unbiased
100145838 1537.64828949139 1532.25097788826 3388.2783704075 2343.04977185467 6017.16210692599 3755.03798946298 NC_042496.1 chr3 1534.94963368983 2865.66407113108 4886.10004819448 autosomes 100145838 unbiased
100145839 4013.78907076496 5284.1952642849 10374.465321941 6715.99949743985 18383.6988924659 10760.9067172743 NC_042494.1 chr1 4648.99216752493 8545.23240969042 14572.3028048701 autosomes 100145839 unbiased
100145840 2383.67846681227 2649.19686447244 1880.72494013404 1707.62926711727 2517.50077260776 2137.1421946775 NC_042494.1 chr1 2516.43766564236 1794.17710362566 2327.32148364263 autosomes 100145840 unbiased
100145841 4382.71370546554 4786.06579579768 2405.54383647185 4053.71932846829 2946.48168513142 4495.12241613834 NC_042496.1 chr3 4584.38975063161 3229.63158247007 3720.80205063488 autosomes 100145841 unbiased
100145842 4544.52275577281 4725.72232099281 4440.88964124932 3373.70791111774 6056.0218343482 3212.83709933184 NC_042496.1 chr3 4635.12253838281 3907.29877618353 4634.42946684002 autosomes 100145842 unbiased
100145843 1963.89955915798 2701.25790155899 7161.62216334047 4081.08193393546 13382.9853420347 8149.63556903686 NC_042494.1 chr1 2332.57873035848 5621.35204863796 10766.3104555358 autosomes 100145843 unbiased
100145844 1675.41713803872 2198.39561151844 3339.21598066487 2665.3204584679 6276.22695640742 4167.42727962112 NC_042495.1 chr2 1936.90637477858 3002.26821956639 5221.82711801427 autosomes 100145844 unbiased
100145845 2667.53777220845 3021.90656179661 6332.02175496514 5468.46737410373 8395.22503407757 8402.13496166728 NC_042495.1 chr2 2844.72216700253 5900.24456453444 8398.67999787242 autosomes 100145845 unbiased
100145846 3729.92976536877 4141.21885915745 3831.32661717426 2754.50228369421 7890.04857758878 4949.46301604385 NC_042494.1 chr1 3935.57431226311 3292.91445043423 6419.75579681631 autosomes 100145846 unbiased
100145847 1244.54275264907 1263.66335473719 2652.34252426809 1746.13960073772 1910.22228720571 1678.8439240411 NC_042496.1 chr3 1254.10305369313 2199.24106250291 1794.5331056234 autosomes 100145847 unbiased
100145848 2946.77396188158 3710.53209780507 5964.79720143699 4718.52929833709 10924.9170937197 9438.25315901278 NC_042495.1 chr2 3328.65302984332 5341.66324988704 10181.5851263662 autosomes 100145848 asexual-biased
100145849 2382.75384366766 3082.25003660147 6071.8424154209 4194.58607513257 14444.3892694689 6153.38645237884 NC_042495.1 chr2 2732.50194013457 5133.21424527673 10298.8878609239 autosomes 100145849 unbiased
100145850 3907.45740913446 4029.99755265436 297.347816621983 286.800642489132 740.620687341023 556.448504762327 NC_042494.1 chr1 3968.72748089441 292.074229555558 648.534596051675 autosomes 100145850 male-biased
100145851 26655.0360129031 26032.884954052 2778.71534633243 2727.13967822704 4401.81657486532 2301.78129708228 NC_042494.1 chr1 26343.9604834775 2752.92751227973 3351.7989359738 autosomes 100145851 male-biased
100145852 2861.70863257718 2637.36481058913 239.364992380697 270.585765175259 352.785368558533 315.822124324564 NC_042494.1 chr1 2749.53672158315 254.975378777978 334.303746441548 autosomes 100145852 male-biased
100145853 113.728646787397 178.664013637936 71.363475989276 53.7117811022049 140.199800895832 92.6094951026916 NC_042494.1 chr1 146.196330212667 62.5376285457404 116.404647999262 autosomes 100145853 unbiased
100145854 8330.85453296297 8420.87274874959 2124.55014976407 2096.78632265022 3895.11620749723 2843.19065306725 NC_042494.1 chr1 8375.86364085628 2110.66823620715 3369.15343028224 autosomes 100145854 male-biased
100145855 34244.3427838864 41002.799527212 2931.84947189276 3510.52093845354 2618.07889064172 3027.61810912646 NC_042494.1 chr1 37623.5711555492 3221.18520517315 2822.84849988409 autosomes 100145855 male-biased
100158659 280.160812817734 304.08378480099 624.430414906165 836.079611496586 316.973462894924 552.490834031442 NC_042495.1 chr2 292.122298809362 730.255013201376 434.732148463183 autosomes 100158659 female-biased
100158660 5417.36700428747 6184.61456480456 13435.6610940643 9785.67845892246 23107.8226183037 14503.2801603984 NC_042494.1 chr1 5800.99078454601 11610.6697764934 18805.5513893511 autosomes 100158660 unbiased
100158661 209.889453827147 197.595299851227 34.1949989115281 31.4163247956293 121.912870344201 112.397848757113 NC_042494.1 chr1 203.742376839187 32.8056618535787 117.155359550657 autosomes 100158661 unbiased
100158662 4189.46746824142 3906.94419226797 2169.15232225737 1933.62411967938 1546.0075870524 1120.02081684024 NC_042495.1 chr2 4048.20583025469 2051.38822096838 1333.01420194632 autosomes 100158662 male-biased
100158663 547.376901610886 462.633306837303 386.552161608578 419.559950496468 1110.16907557188 1016.32984369108 NC_042496.1 chr3 505.005104224094 403.056056052523 1063.24945963148 autosomes 100158663 asexual-biased
100158664 2132.18097147754 2245.72382705167 1595.27103617694 1192.8069124018 1857.64736186977 1341.65037776976 NC_042493.1 chrX 2188.9523992646 1394.03897428937 1599.64886981976 chrX 100158664 unbiased
100158665 33.2864332060674 26.0305185432754 4.46021724932975 14.188017649639 5.33368807755881 17.4137512158907 NC_042495.1 chr2 29.6584758746714 9.32411744948438 11.3737196467248 autosomes 100158665 unbiased
100158666 1135.43722158474 1127.59473507916 628.890632155495 557.386407664391 934.919324452094 659.347943765317 NC_042494.1 chr1 1131.51597833195 593.138519909943 797.133634108706 autosomes 100158666 unbiased
100158668 550.150771044725 606.984364213649 2586.92600461125 3897.65113432227 3881.40100958351 6330.69010112246 NC_042494.1 chr1 578.567567629187 3242.28856946676 5106.04555535298 autosomes 100158668 unbiased
100158669 444.743732558845 454.350869118988 637.811066654154 531.037232029347 826.721652021616 683.093968150623 NC_042494.1 chr1 449.547300838916 584.424149341751 754.90781008612 autosomes 100158669 unbiased
100158670 194.170860368726 211.793764511195 490.623897426272 495.567187905249 154.676954249205 235.085641414525 NC_042494.1 chr1 202.982312439961 493.09554266576 194.881297831865 autosomes 100158670 female-biased
100158671 907.979928009949 841.259031103127 802.839104879355 913.100278737483 833.579250978477 907.889665664849 NC_042495.1 chr2 874.619479556538 857.969691808419 870.734458321663 autosomes 100158671 unbiased
100158672 5129.80920631283 5046.37098123043 1849.50341938874 1753.23360956254 3053.91740212224 2634.22563847656 NC_042494.1 chr1 5088.09009377163 1801.36851447564 2844.0715202994 autosomes 100158672 male-biased
100158673 394.814082749744 412.938680527414 41.6286943270777 35.4700441240976 52.5749253359368 59.3650609632639 NC_042494.1 chr1 403.876381638579 38.5493692255877 55.9699931496003 autosomes 100158673 male-biased
100158674 755.417109148807 761.98427008497 581.314981495977 432.73453831399 825.197741142313 618.979702310298 NC_042495.1 chr2 758.700689616888 507.024759904984 722.088721726305 autosomes 100158674 unbiased
100158675 8.32160830151684 9.46564310664559 1.48673908310992 2.02685966423415 36.5738611032604 30.0782975547204 NC_042495.1 chr2 8.89362570408121 1.75679937367204 33.3260793289904 autosomes 100158675 unbiased
100158676 1094.75380322177 1094.4649842059 2273.22405807506 1616.42058222673 1017.21051193443 905.515063226318 NC_042496.1 chr3 1094.60939371384 1944.82232015089 961.362787580374 autosomes 100158676 unbiased
100158678 0 0 0 0 0 0 NC_042494.1 chr1 0 0 0 autosomes 100158678 unexpressed
100158679 1802.0905088507 1618.6249712364 1625.00581783914 1517.10445867926 1981.84609853292 1726.33597281171 NC_042495.1 chr2 1710.35774004355 1571.0551382592 1854.09103567232 autosomes 100158679 unbiased
100158680 478.030165764912 486.297414603917 62.4430414906165 95.2624042190049 377.929898067024 358.564968218114 NC_042495.1 chr2 482.163790184414 78.8527228548107 368.247433142569 autosomes 100158680 unbiased
100158681 190.472367790274 165.648754366298 410.339986938337 397.264494189893 225.538810136773 313.447521886033 NC_042493.1 chrX 178.060561078286 403.802240564115 269.493166011403 chrX 100158681 unbiased
100158682 81.3668367259425 111.221306503086 492.110636509382 482.392600087727 153.153043369903 182.052853620676 NC_042495.1 chr2 96.2940716145143 487.251618298554 167.602948495289 autosomes 100158682 female-biased
100158683 257.969857347022 204.694532181211 608.076284991956 454.016564788449 179.821483757697 124.270860949766 NC_042493.1 chrX 231.332194764117 531.046424890203 152.046172353731 chrX 100158683 female-biased
100158686 148.86432628269 160.915932812975 1323.19778396783 1100.58479767914 290.30502250713 423.470768204616 NC_042496.1 chr3 154.890129547832 1211.89129082348 356.887895355873 autosomes 100158686 female-biased
100158687 24.9648249045505 23.664107766614 104.071735817694 87.1549655620683 53.3368807755881 66.4888682788555 NC_042494.1 chr1 24.3144663355822 95.6133506898811 59.9128745272218 autosomes 100158687 unbiased
100158688 280.160812817734 311.183017130974 602.129328659516 538.131240854166 826.721652021616 653.807204742079 NC_042493.1 chrX 295.671914974354 570.130284756841 740.264428381847 chrX 100158688 unbiased
100158689 128.522617101205 125.419771163054 955.973230439676 1228.27695652589 293.352844265735 444.842190151391 NC_042493.1 chrX 126.971194132129 1092.12509348278 369.097517208563 chrX 100158689 female-biased
100158690 4.62311572306491 4.7328215533228 69.8767369061661 41.5506231168 3.04782175860503 3.16613658470741 NC_042494.1 chr1 4.67796863819385 55.713680011483 3.10697917165622 autosomes 100158690 female-biased
100158692 146.090456848851 121.870154998062 23.7878253297587 16.2148773138732 82.2911874823359 41.9513097473731 NC_042493.1 chrX 133.980305923457 20.0013513218159 62.1212486148545 chrX 100158692 unbiased
100158693 0 0 0 0 0 0 NC_042493.1 chrX 0 0 0 chrX 100158693 unexpressed
100158694 1488.6432628269 1191.48782604901 756.750193302948 700.280013992898 541.750317592045 357.773434071937 NC_042494.1 chr1 1340.06554443795 728.515103647923 449.761875831991 autosomes 100158694 male-biased
100158695 108.180907919719 91.1068149014638 535.22606991957 477.325450927142 662.139277056944 455.13213405169 NC_042495.1 chr2 99.6438614105914 506.275760423356 558.635705554317 autosomes 100158695 unbiased
100158696 133.14573282427 127.786181939716 1596.75777526005 1444.13751076683 332.9745271276 308.698317008972 NC_042495.1 chr2 130.465957381993 1520.44764301344 320.836422068286 autosomes 100158696 female-biased
100158698 6331.81929430971 6208.27867257118 3397.19880490616 2585.25950173065 5309.30550348997 3713.08667971561 NC_042494.1 chr1 6270.04898344045 2991.22915331841 4511.19609160279 autosomes 100158698 unbiased
100158699 98.9346764735891 87.5571987364717 17.840868997319 25.3357458029268 12.1912870344201 17.4137512158907 NC_042495.1 chr2 93.2459376050304 21.5883074001229 14.8025191251554 autosomes 100158699 male-biased
100158700 37.9095489291323 26.0305185432754 7.43369541554958 0 1.52391087930252 0.791534146176851 NC_042493.1 chrX 31.9700337362038 3.71684770777479 1.15772251273969 chrX 100158700 male-biased
100158702 146.090456848851 123.053360386393 371.684770777479 326.324405941698 956.25407676233 468.588214536696 NC_042494.1 chr1 134.571908617622 349.004588359589 712.421145649513 autosomes 100158702 unbiased
100158703 42.5326646521972 36.6793670382517 237.878253297587 144.920465992742 192.012770792117 121.896258511235 NC_042494.1 chr1 39.6060158452244 191.399359645165 156.954514651676 autosomes 100158703 unbiased
100158704 239.477394454763 209.427353734534 333.029554616621 393.210774861425 120.388959464899 211.339617029219 NC_042494.1 chr1 224.452374094648 363.120164739023 165.864288247059 autosomes 100158704 unbiased
100158707 917.226159456079 1028.20548245938 1.48673908310992 2.02685966423415 0 0.791534146176851 NC_042495.1 chr2 972.715820957729 1.75679937367204 0.395767073088426 autosomes 100158707 male-biased
100158710 4299.49762245037 4007.51665027608 3087.9570756193 3293.64695438049 3967.5019742641 2853.48059696755 NC_042493.1 chrX 4153.50713636323 3190.8020149999 3410.49128561583 chrX 100158710 unbiased
100158712 1.84924628922597 1.1832053883307 872.715841785521 801.622997204605 51.8129698962856 64.9057999865018 NC_042494.1 chr1 1.51622583877834 837.169419495063 58.3593849413937 autosomes 100158712 female-biased
